transaction_date,spending_type,category,subcategory,merchant_name,amount,description
2025-08-18,Kebutuhan,Food,Dinner,RM Sunda Kelapa,72000.0,
2025-08-18,Keinginan,Relationship,Girlfriend,Senayan City,163000.0,
2025-08-18,Kebutuhan,Beauty,Beauty,Barbershop Rapi,94000.0,
2025-08-19,Keinginan,Food,Beverages,Kopi Kenangan,28000.0,
2025-08-19,Kebutuhan,Transportation,Toll,Flazz BCA,67000.0,
2025-08-20,Kebutuhan,Food,Dinner,RM Sunda Kelapa,64000.0,
2025-08-21,Keinginan,Food,Lunch,Burger King,100000.0,
2025-08-21,Kebutuhan,Food,Dinner,Warung Pak Budi,66000.0,
2025-08-21,Keinginan,Pet,Medicine,Petshop Paws,125000.0,
2025-08-21,Keinginan,Relationship,Girlfriend,AEON Mall,307000.0,
2025-08-21,Kebutuhan,Transportation,Motorcycle,AHASS Honda,110000.0,
2025-08-21,Keinginan,Relationship,Brother / Sister,Shopee Transfer,85000.0,
2025-08-21,Keinginan,Culture,Apps,Netflix,73000.0,
2025-08-22,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,44000.0,
2025-08-22,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,231000.0,
2025-08-22,Kebutuhan,Life,Travel,KAI Access,458000.0,
2025-08-23,Kebutuhan,Life,Travel,KAI Access,331000.0,
2025-08-23,Keinginan,Relationship,Work Colleagues,Kantin Kantor,35000.0,
2025-08-23,Kebutuhan,Food,Lunch,Kantin Pak RT,85000.0,
2025-08-23,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,83000.0,
2025-08-23,Kebutuhan,Transportation,Fuel,Vivo,53000.0,
2025-08-24,Kebutuhan,Life,Travel,RedBus,113000.0,
2025-08-24,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,75000.0,
2025-08-24,Keinginan,Relationship,Brother / Sister,GoPay Transfer,143000.0,
2025-08-24,Kebutuhan,Transportation,Parking,EasyPark,18000.0,
2025-08-24,Kebutuhan,Food,Breakfast,Bubur Ayam Pak Haji,46000.0,
2025-08-25,Kebutuhan,Household,Bath,Indomaret,65000.0,
2025-08-25,Keinginan,Relationship,Girlfriend,Plaza Indonesia,86000.0,
2025-08-26,Kebutuhan,Food,Dinner,RM Sunda Kelapa,51000.0,
2025-08-26,Kebutuhan,Food,Lunch,Bakso Akbar,34000.0,
2025-08-26,Keinginan,Food,Dinner,Marugame Udon,199000.0,
2025-08-26,Kebutuhan,Gift,Charity,Masjid Al-Ikhlas,58000.0,
2025-08-26,Kebutuhan,Apparel,Pants,H&M,349000.0,
2025-08-27,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,96000.0,
2025-08-27,Kebutuhan,Household,Bath,Watson,71000.0,
2025-08-27,Keinginan,Relationship,Girlfriend,Plaza Indonesia,157000.0,
2025-08-28,Keinginan,Relationship,Parents,OVO Transfer,255000.0,
2025-08-28,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,71000.0,
2025-08-29,Kebutuhan,Transportation,Toll,Flazz BCA,69000.0,
2025-08-29,Keinginan,Pet,Litter,Shopee Pet Store,63000.0,
2025-08-29,Kebutuhan,Household,Household Assistance,House Cleaning Service,289000.0,
2025-08-29,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,100000.0,
2025-08-29,Kebutuhan,Food,Breakfast,Bubur Ayam Pak Haji,16000.0,
2025-08-30,Keinginan,Pet,Food,Royal Canin Store,119000.0,
2025-08-30,Keinginan,Food,Dinner,Sushi Tei,194000.0,
2025-08-30,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,92000.0,
2025-08-31,Keinginan,Relationship,Girlfriend,Plaza Indonesia,267000.0,
2025-08-31,Kebutuhan,Food,Dinner,Warung Pak Budi,89000.0,
2025-08-31,Kebutuhan,Food,Lunch,Geprek Bensu,56000.0,
2025-08-31,Keinginan,Relationship,Friend,Social House,73000.0,
2025-08-31,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,158000.0,
2025-09-01,Keinginan,Household,Kitchen,Tokopedia,79000.0,
2025-09-01,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,184000.0,
2025-09-01,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,78000.0,
2025-09-02,Kebutuhan,Transportation,Toll,e-Toll Mandiri,38000.0,
2025-09-03,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,50000.0,
2025-09-03,Kebutuhan,Food,Dinner,RM Sunda Kelapa,115000.0,
2025-09-05,Kebutuhan,Apparel,Laundry,Express Laundry,20000.0,
2025-09-05,Kebutuhan,Apparel,Laundry,Express Laundry,36000.0,
2025-09-05,Kebutuhan,Food,Dinner,Warung Pak Budi,71000.0,
2025-09-05,Keinginan,Food,Beverages,Fore Coffee,38000.0,
2025-09-06,Keinginan,Pet,Grooming,Fluffy Grooming,82000.0,
2025-09-06,Kebutuhan,Transportation,Fuel,Pertamina,91000.0,
2025-09-06,Keinginan,Relationship,Girlfriend,AEON Mall,375000.0,
2025-09-06,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,239000.0,
2025-09-06,Keinginan,Transportation,Toll,e-Toll,38000.0,
2025-09-07,Keinginan,Food,Dinner,Sushi Tei,234000.0,
2025-09-08,Keinginan,Relationship,Girlfriend,Plaza Indonesia,292000.0,
2025-09-08,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,86000.0,
2025-09-09,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,78000.0,
2025-09-09,Keinginan,Food,Dinner,Shaburi,171000.0,
2025-09-09,Keinginan,Relationship,Girlfriend,Senayan City,187000.0,
2025-09-09,Keinginan,Relationship,Girlfriend,Plaza Indonesia,302000.0,
2025-09-09,Keinginan,Relationship,Girlfriend,AEON Mall,376000.0,
2025-09-10,Keinginan,Pet,Medicine,Vet Apothecary,281000.0,
2025-09-10,Kebutuhan,Food,Beverages,Circle K,16000.0,
2025-09-10,Kebutuhan,Food,Dinner,Warung Pak Budi,31000.0,
2025-09-10,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,118000.0,
2025-09-11,Kebutuhan,Transportation,Motorcycle,Yamaha Service,171000.0,
2025-09-11,Kebutuhan,Household,Household Assistance,House Cleaning Service,194000.0,
2025-09-12,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,371000.0,
2025-09-12,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,80000.0,
2025-09-12,Keinginan,Relationship,Girlfriend,AEON Mall,222000.0,
2025-09-12,Kebutuhan,Food,Lunch,Geprek Bensu,59000.0,
2025-09-13,Kebutuhan,Transportation,Fuel,Pertamina,58000.0,
2025-09-13,Kebutuhan,Transportation,Motorcycle,AHASS Honda,30000.0,
2025-09-13,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,154000.0,
2025-09-13,Keinginan,Culture,Apps,YouTube Premium,67000.0,
2025-09-14,Kebutuhan,Transportation,Fuel,Vivo,30000.0,
2025-09-14,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,53000.0,
2025-09-14,Kebutuhan,Food,Lunch,Bakso Akbar,45000.0,
2025-09-15,Kebutuhan,Transportation,Fuel,Pertamina,68000.0,
2025-09-15,Keinginan,Food,Lunch,KFC,187000.0,
2025-09-16,Keinginan,Relationship,Girlfriend,Plaza Indonesia,158000.0,
2025-09-17,Kebutuhan,Transportation,Parking,EasyPark,14000.0,
2025-09-17,Keinginan,Relationship,Girlfriend,Plaza Indonesia,303000.0,
2025-09-17,Kebutuhan,Transportation,Fuel,Vivo,62000.0,
2025-09-18,Kebutuhan,Transportation,Fuel,BP,46000.0,
2025-09-18,Keinginan,Food,Dinner,Kimukatsu,140000.0,
2025-09-18,Kebutuhan,Transportation,Fuel,BP,40000.0,
2025-09-18,Keinginan,Life,Travel,Traveloka,435000.0,
2025-09-19,Kebutuhan,Transportation,Parking,EasyPark,17000.0,
2025-09-19,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,62000.0,
2025-09-19,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,111000.0,
2025-09-20,Kebutuhan,Transportation,Subway,KRL Commuter,7000.0,
2025-09-21,Keinginan,Relationship,Girlfriend,Senayan City,245000.0,
2025-09-21,Kebutuhan,Relationship,Friend,Warteg Bahari,58000.0,
2025-09-21,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,16000.0,
2025-09-22,Kebutuhan,Transportation,Subway,MRT Jakarta,10000.0,
2025-09-22,Keinginan,Relationship,Parents,OVO Transfer,95000.0,
2025-09-22,Keinginan,Food,Beverages,Janji Jiwa,53000.0,
2025-09-22,Kebutuhan,Food,Beverages,Lawson,9000.0,
2025-09-23,Kebutuhan,Transportation,Fuel,BP,59000.0,
2025-09-24,Kebutuhan,Gift,Charity,Masjid Al-Ikhlas,71000.0,
2025-09-24,Kebutuhan,Food,Dinner,RM Sunda Kelapa,120000.0,
2025-09-24,Kebutuhan,Gift,Charity,Masjid Al-Ikhlas,176000.0,
2025-09-24,Keinginan,Relationship,Girlfriend,AEON Mall,250000.0,
2025-09-24,Keinginan,Relationship,Girlfriend,AEON Mall,55000.0,
2025-09-24,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,307000.0,
2025-09-24,Keinginan,Relationship,Brother / Sister,Shopee Transfer,81000.0,
2025-09-24,Keinginan,Food,Beverages,Chatime,50000.0,
2025-09-25,Kebutuhan,Food,Lunch,Kantin Pak RT,30000.0,
2025-09-25,Kebutuhan,Food,Lunch,Geprek Bensu,29000.0,
2025-09-26,Keinginan,Relationship,Brother / Sister,GoPay Transfer,55000.0,
2025-09-26,Keinginan,Relationship,Parents,Transfer BCA,168000.0,
2025-09-26,Keinginan,Relationship,Social,Warung Daun,191000.0,
2025-09-26,Keinginan,Pet,Appliances,Tokopedia Pet,126000.0,
2025-09-27,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,317000.0,
2025-09-28,Keinginan,Pet,Vet,Drh. Pratama Clinic,327000.0,
2025-09-28,Keinginan,Relationship,Girlfriend,AEON Mall,224000.0,
2025-09-29,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,64000.0,
2025-09-29,Keinginan,Food,Beverages,Kopi Kenangan,28000.0,
2025-09-30,Keinginan,Relationship,Girlfriend,Plaza Indonesia,237000.0,
2025-09-30,Keinginan,"Communication, PC",Games,Steam,44000.0,
2025-09-30,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,97000.0,
2025-09-30,Keinginan,Pet,Appliances,Petco,445000.0,
2025-10-01,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,115000.0,
2025-10-02,Keinginan,Household,Kitchen,ACE Hardware,131000.0,
2025-10-02,Kebutuhan,Transportation,Subway,KRL Commuter,6000.0,
2025-10-02,Kebutuhan,Food,Dinner,RM Sunda Kelapa,84000.0,
2025-10-03,Kebutuhan,Food,Dinner,Warung Pak Budi,61000.0,
2025-10-03,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,23000.0,
2025-10-03,Keinginan,Culture,Apps,Spotify,25000.0,
2025-10-03,Kebutuhan,Food,Breakfast,Bubur Ayam Pak Haji,39000.0,
2025-10-03,Kebutuhan,Transportation,Motorcycle,Yamaha Service,139000.0,
2025-10-03,Kebutuhan,Food,Dinner,Warteg Bu Siti,23000.0,
2025-10-03,Keinginan,Relationship,Work Colleagues,Es Teler 77,49000.0,
2025-10-05,Kebutuhan,Transportation,Motorcycle,AHASS Honda,62000.0,
2025-10-05,Keinginan,Food,Dinner,Pepper Lunch,184000.0,
2025-10-05,Kebutuhan,Transportation,Fuel,Pertamina,31000.0,
2025-10-05,Keinginan,Life,Travel,Lion Air,298000.0,
2025-10-05,Keinginan,"Communication, PC",Games,Steam,163000.0,
2025-10-05,Keinginan,Culture,Apps,Spotify,27000.0,
2025-10-06,Keinginan,Pet,Grooming,Fluffy Grooming,158000.0,
2025-10-07,Keinginan,Pet,Food,Royal Canin Store,120000.0,
2025-10-07,Kebutuhan,Gift,Charity,Yayasan Peduli,75000.0,
2025-10-08,Kebutuhan,Household,Bath,Alfamart,27000.0,
2025-10-09,Keinginan,Food,Beverages,Kopi Kenangan,43000.0,
2025-10-09,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,79000.0,
2025-10-10,Kebutuhan,Transportation,Fuel,BP,88000.0,
2025-10-10,Kebutuhan,Household,Bath,Indomaret,38000.0,
2025-10-10,Kebutuhan,"Communication, PC",Internet,First Media,351000.0,
2025-10-11,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,30000.0,
2025-10-12,Keinginan,Relationship,Girlfriend,AEON Mall,138000.0,
2025-10-12,Keinginan,Food,Beverages,Kopi Kenangan,50000.0,
2025-10-13,Kebutuhan,Household,Bath,Alfamart,11000.0,
2025-10-13,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,62000.0,
2025-10-13,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,31000.0,
2025-10-13,Kebutuhan,Food,Dinner,Warung Pak Budi,23000.0,
2025-10-14,Kebutuhan,Beauty,Beauty,Markas Barbershop,59000.0,
2025-10-14,Kebutuhan,Food,Dinner,Warteg Bu Siti,78000.0,
2025-10-14,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,186000.0,
2025-10-14,Keinginan,Transportation,Online Ride,Gojek,73000.0,
2025-10-15,Kebutuhan,Gift,Charity,Baznas,254000.0,
2025-10-15,Kebutuhan,Food,Dinner,Warung Pak Budi,54000.0,
2025-10-16,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,46000.0,
2025-10-16,Kebutuhan,Food,Dinner,Warung Pak Budi,58000.0,
2025-10-16,Keinginan,Life,Wedding Preps,Catering Survey,3156000.0,
2025-10-17,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,129000.0,
2025-10-17,Keinginan,Pet,Litter,Shopee Pet Store,112000.0,
2025-10-17,Keinginan,Pet,Medicine,Petshop Paws,152000.0,
2025-10-18,Kebutuhan,Transportation,Motorcycle,Yamaha Service,119000.0,
2025-10-18,Kebutuhan,Transportation,Fuel,BP,61000.0,
2025-10-19,Kebutuhan,Food,Dinner,Warung Pak Budi,49000.0,
2025-10-19,Keinginan,Relationship,Girlfriend,Senayan City,381000.0,
2025-10-19,Kebutuhan,Health,Medicine,Kimia Farma,116000.0,
2025-10-19,Keinginan,Relationship,Girlfriend,AEON Mall,82000.0,
2025-10-20,Kebutuhan,Transportation,Fuel,Shell,91000.0,
2025-10-20,Kebutuhan,Food,Beverages,Lawson,17000.0,
2025-10-20,Keinginan,Pet,Food,Petco,232000.0,
2025-10-20,Kebutuhan,Food,Dinner,Warung Pak Budi,100000.0,
2025-10-20,Kebutuhan,Life,Travel,Traveloka,241000.0,
2025-10-20,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,38000.0,
2025-10-21,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,47000.0,
2025-10-21,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,74000.0,
2025-10-21,Keinginan,Pet,Medicine,Petshop Paws,208000.0,
2025-10-22,Keinginan,Relationship,Girlfriend,Plaza Indonesia,125000.0,
2025-10-22,Keinginan,Relationship,Girlfriend,Plaza Indonesia,82000.0,
2025-10-22,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,78000.0,
2025-10-22,Keinginan,Pet,Grooming,Cat Spa Jakarta,198000.0,
2025-10-23,Keinginan,Pet,Food,Petco,169000.0,
2025-10-23,Keinginan,Pet,Litter,Petco,67000.0,
2025-10-24,Keinginan,Food,Dinner,Kimukatsu,104000.0,
2025-10-24,Keinginan,Food,Beverages,Kopi Kenangan,11000.0,
2025-10-24,Keinginan,Food,Beverages,Fore Coffee,51000.0,
2025-10-24,Kebutuhan,Transportation,Fuel,Vivo,38000.0,
2025-10-24,Keinginan,Relationship,Girlfriend,Plaza Indonesia,243000.0,
2025-10-25,Kebutuhan,Food,Dinner,Warteg Bu Siti,47000.0,
2025-10-25,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,57000.0,
2025-10-25,Keinginan,Food,Beverages,Kopi Kenangan,39000.0,
2025-10-25,Keinginan,Culture,Apps,Netflix,69000.0,
2025-10-25,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,30000.0,
2025-10-26,Kebutuhan,Food,Dinner,Warung Pak Budi,21000.0,
2025-10-26,Kebutuhan,Food,Lunch,Geprek Bensu,25000.0,
2025-10-26,Keinginan,Food,Lunch,KFC,184000.0,
2025-10-26,Kebutuhan,Food,Lunch,Bakso Akbar,81000.0,
2025-10-27,Keinginan,Relationship,Parents,OVO Transfer,199000.0,
2025-10-27,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,60000.0,
2025-10-27,Keinginan,Relationship,Girlfriend,Plaza Indonesia,276000.0,
2025-10-27,Keinginan,Food,Beverages,Kopi Kenangan,18000.0,
2025-10-27,Kebutuhan,Relationship,Parents,Transfer Mandiri,374000.0,
2025-10-27,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,185000.0,
2025-10-28,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,44000.0,
2025-10-28,Kebutuhan,Health,Medicine,Century Pharmacy,80000.0,
2025-10-28,Kebutuhan,Food,Dinner,RM Sunda Kelapa,25000.0,
2025-10-28,Keinginan,"Communication, PC",Games,Codashop,46000.0,
2025-10-28,Kebutuhan,Food,Beverages,Lawson,23000.0,
2025-10-28,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,28000.0,
2025-10-29,Keinginan,Food,Beverages,Chatime,37000.0,
2025-10-29,Keinginan,Pet,Food,Petco,122000.0,
2025-10-30,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,174000.0,
2025-10-31,Kebutuhan,Apparel,Shoes,Nike,373000.0,
2025-10-31,Keinginan,Pet,Food,Whiskas Direct,140000.0,
2025-10-31,Keinginan,Pet,Vet,Klinik Hewan Sehat,460000.0,
2025-10-31,Kebutuhan,Food,Dinner,RM Sunda Kelapa,50000.0,
2025-10-31,Kebutuhan,Food,Dinner,Warteg Bu Siti,77000.0,
2025-11-01,Keinginan,Food,Beverages,Janji Jiwa,31000.0,
2025-11-01,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,276000.0,
2025-11-01,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,85000.0,
2025-11-01,Kebutuhan,Household,Household Assistance,ART Harian,406000.0,
2025-11-01,Kebutuhan,Household,Bath,Guardian,25000.0,
2025-11-02,Keinginan,Relationship,Girlfriend,AEON Mall,42000.0,
2025-11-02,Keinginan,Food,Dinner,Marugame Udon,102000.0,
2025-11-02,Keinginan,Relationship,Girlfriend,AEON Mall,250000.0,
2025-11-02,Keinginan,Food,Beverages,Kopi Kenangan,12000.0,
2025-11-02,Kebutuhan,Food,Beverages,Alfamart,17000.0,
2025-11-02,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,80000.0,
2025-11-03,Kebutuhan,Food,Dinner,RM Sunda Kelapa,53000.0,
2025-11-03,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,315000.0,
2025-11-03,Tabungan,Other,,Dana Darurat BCA,607000.0,
2025-11-03,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,28000.0,
2025-11-03,Keinginan,Food,Beverages,Kopi Kenangan,43000.0,
2025-11-03,Keinginan,Pet,Vet,Klinik Hewan Sehat,348000.0,
2025-11-04,Kebutuhan,Transportation,Fuel,Vivo,78000.0,
2025-11-04,Keinginan,Food,Dinner,Pepper Lunch,137000.0,
2025-11-04,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,33000.0,
2025-11-04,Kebutuhan,Food,Beverages,Circle K,25000.0,
2025-11-05,Keinginan,Life,Travel,Traveloka,1619000.0,
2025-11-05,Keinginan,Pet,Medicine,Vet Apothecary,224000.0,
2025-11-05,Keinginan,Life,Work,Figma,172000.0,
2025-11-05,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,79000.0,
2025-11-05,Kebutuhan,"Communication, PC",Internet,Biznet,212000.0,
2025-11-06,Keinginan,Relationship,Girlfriend,Senayan City,64000.0,
2025-11-06,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,369000.0,
2025-11-06,Kebutuhan,Food,Dinner,Warteg Bu Siti,34000.0,
2025-11-07,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,86000.0,
2025-11-07,Keinginan,Relationship,Girlfriend,Plaza Indonesia,195000.0,
2025-11-07,Keinginan,Life,Travel,Tiket.com,452000.0,
2025-11-08,Kebutuhan,Household,Electric,PLN Prepaid,294000.0,
2025-11-08,Keinginan,Pet,Medicine,Vet Apothecary,268000.0,
2025-11-08,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,93000.0,
2025-11-08,Kebutuhan,Transportation,Fuel,Pertamina,86000.0,
2025-11-08,Keinginan,Pet,Appliances,Tokopedia Pet,364000.0,
2025-11-08,Kebutuhan,Gift,Charity,Yayasan Peduli,223000.0,
2025-11-08,Keinginan,Pet,Medicine,Guardian Pet,262000.0,
2025-11-08,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,122000.0,
2025-11-08,Keinginan,Food,Dinner,Shaburi,148000.0,
2025-11-09,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,42000.0,
2025-11-09,Keinginan,Pet,Food,Royal Canin Store,248000.0,
2025-11-09,Kebutuhan,Household,Bath,Watson,76000.0,
2025-11-10,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,27000.0,
2025-11-10,Keinginan,Pet,Medicine,Guardian Pet,226000.0,
2025-11-10,Kebutuhan,Transportation,Subway,KRL Commuter,13000.0,
2025-11-10,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,29000.0,
2025-11-10,Keinginan,Household,Kitchen,ACE Hardware,183000.0,
2025-11-11,Kebutuhan,Food,Beverages,Circle K,28000.0,
2025-11-11,Kebutuhan,Food,Dinner,Warung Pak Budi,23000.0,
2025-11-12,Keinginan,Life,Wedding Preps,Catering Survey,3638000.0,
2025-11-12,Kebutuhan,"Communication, PC",Internet,Indihome,184000.0,
2025-11-12,Kebutuhan,Food,Lunch,Kantin Pak RT,84000.0,
2025-11-13,Keinginan,Life,Travel,Tiket.com,1945000.0,
2025-11-13,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,190000.0,
2025-11-13,Kebutuhan,Life,Work,Grab Office,100000.0,
2025-11-14,Keinginan,Food,Dinner,Sushi Tei,222000.0,
2025-11-14,Kebutuhan,Food,Lunch,Kantin Pak RT,78000.0,
2025-11-14,Kebutuhan,Food,Lunch,Bakso Akbar,39000.0,
2025-11-14,Kebutuhan,Household,Kitchen,Carrefour,128000.0,
2025-11-14,Keinginan,Relationship,Girlfriend,Plaza Indonesia,44000.0,
2025-11-14,Kebutuhan,Food,Lunch,Bakso Akbar,60000.0,
2025-11-15,Keinginan,Food,Dinner,Sushi Tei,96000.0,
2025-11-16,Keinginan,Pet,Medicine,Petshop Paws,80000.0,
2025-11-16,Kebutuhan,Food,Breakfast,Indomaret Point,13000.0,
2025-11-16,Kebutuhan,Apparel,Pants,H&M,394000.0,
2025-11-17,Keinginan,Relationship,Girlfriend,AEON Mall,156000.0,
2025-11-17,Keinginan,Food,Dinner,Kimukatsu,195000.0,
2025-11-18,Kebutuhan,Food,Dinner,RM Sunda Kelapa,27000.0,
2025-11-18,Kebutuhan,Household,Bath,Alfamart,32000.0,
2025-11-18,Kebutuhan,Food,Lunch,Bakso Akbar,55000.0,
2025-11-18,Kebutuhan,Household,Household Assistance,House Cleaning Service,427000.0,
2025-11-19,Keinginan,Food,Beverages,Chatime,24000.0,
2025-11-19,Keinginan,Food,Beverages,Kopi Kenangan,38000.0,
2025-11-20,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,109000.0,
2025-11-20,Keinginan,Culture,Apps,Spotify,55000.0,
2025-11-21,Keinginan,Pet,Food,Whiskas Direct,120000.0,
2025-11-21,Keinginan,Life,"Massage, Therapy",Reflexology Plus,85000.0,
2025-11-21,Keinginan,Food,Dinner,Marugame Udon,224000.0,
2025-11-21,Keinginan,Culture,Apps,Netflix,16000.0,
2025-11-22,Keinginan,Relationship,Girlfriend,Senayan City,354000.0,
2025-11-22,Kebutuhan,Transportation,Fuel,Vivo,67000.0,
2025-11-22,Kebutuhan,Food,Lunch,Bakso Akbar,85000.0,
2025-11-22,Keinginan,Food,Dinner,Pepper Lunch,210000.0,
2025-11-23,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,399000.0,
2025-11-23,Keinginan,Pet,Medicine,Guardian Pet,138000.0,
2025-11-24,Keinginan,Relationship,Girlfriend,Plaza Indonesia,314000.0,
2025-11-25,Keinginan,Food,Beverages,Kopi Kenangan,28000.0,
2025-11-25,Kebutuhan,Food,Dinner,Warteg Bu Siti,68000.0,
2025-11-25,Keinginan,Relationship,Parents,OVO Transfer,207000.0,
2025-11-25,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,107000.0,
2025-11-25,Kebutuhan,Food,Dinner,Warung Pak Budi,118000.0,
2025-11-25,Keinginan,Food,Beverages,Fore Coffee,45000.0,
2025-11-25,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,185000.0,
2025-11-25,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,62000.0,
2025-11-25,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,153000.0,
2025-11-26,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,118000.0,
2025-11-26,Kebutuhan,Food,Beverages,Lawson,8000.0,
2025-11-26,Keinginan,Relationship,Girlfriend,Plaza Indonesia,161000.0,
2025-11-27,Kebutuhan,Food,Dinner,Warteg Bu Siti,49000.0,
2025-11-27,Kebutuhan,Food,Breakfast,Family Mart,22000.0,
2025-11-27,Keinginan,Culture,Apps,Disney+,30000.0,
2025-11-28,Kebutuhan,Food,Lunch,Bakso Akbar,18000.0,
2025-11-28,Keinginan,Food,Beverages,Teh Pucuk,11000.0,
2025-11-28,Keinginan,Food,Beverages,Chatime,54000.0,
2025-11-29,Keinginan,Relationship,Work Colleagues,Kantin Kantor,76000.0,
2025-11-29,Keinginan,Pet,Grooming,Fluffy Grooming,126000.0,
2025-11-29,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,88000.0,
2025-11-30,Kebutuhan,Household,Electric,PLN Prepaid,148000.0,
2025-11-30,Kebutuhan,Apparel,Shoes,Converse,770000.0,
2025-11-30,Kebutuhan,Food,Lunch,Bakso Akbar,74000.0,
2025-11-30,Kebutuhan,"Communication, PC",Internet,Biznet,90000.0,
2025-12-01,Kebutuhan,Culture,Music,Spotify,45000.0,
2025-12-01,Keinginan,Pet,Food,Whiskas Direct,229000.0,
2025-12-01,Keinginan,"Communication, PC",Games,Steam,190000.0,
2025-12-02,Keinginan,Relationship,Girlfriend,Senayan City,203000.0,
2025-12-02,Kebutuhan,Food,Dinner,Warteg Bu Siti,81000.0,
2025-12-03,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,92000.0,
2025-12-03,Keinginan,Culture,Apps,Netflix,79000.0,
2025-12-03,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,32000.0,
2025-12-03,Kebutuhan,"Communication, PC",Internet,MyRepublic,474000.0,
2025-12-03,Kebutuhan,Food,Dinner,Warung Pak Budi,85000.0,
2025-12-04,Keinginan,Life,Travel,Tiket.com,1255000.0,
2025-12-04,Keinginan,Food,Beverages,Teh Pucuk,33000.0,
2025-12-04,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,115000.0,
2025-12-04,Keinginan,Transportation,Parking,Secure Parking,9000.0,
2025-12-04,Keinginan,Food,Lunch,A&W,75000.0,
2025-12-05,Keinginan,Relationship,Girlfriend,AEON Mall,99000.0,
